Timestamp,Country.,Pin Code,Gender,Influencing Factors,Higher Education Aspiration,Work for 3+ Years?,Work for Unclear Mission?,Work for Inconsistent Mission?,Work for Non-Social Impact?,Preferred Working Environment?,Preferred Employers?,Which type of learning environment that you are most likely to work in ?,Which of the below careers looks close to your Aspirational job ?,Ideal Manager Type ?,Preferred Work Setup ?,Minimum Salary Expectation (First 3 Years),Expected Monthly Salary (After 5 Years)
16-12-2022 17:16,India,244901,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",26k to 30k,131k to 150k
16-12-2022 17:16,India,244901,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Build and develop a Team,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",26k to 30k,131k to 150k
16-12-2022 17:16,India,244901,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",26k to 30k,131k to 150k
16-12-2022 17:16,India,244901,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Business Operations in any organization,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",26k to 30k,131k to 150k
16-12-2022 17:16,India,244901,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Build and develop a Team,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",26k to 30k,131k to 150k
16-12-2022 17:16,India,244901,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,"Work alone, Work with 5 to 6 people in my team",26k to 30k,131k to 150k
16-12-2022 18:17,India,457001,F,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 18:17,India,457001,F,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Teaching in any of the institutes/online or Offline,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 18:17,India,457001,F,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 18:17,India,457001,F,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Learning by observing others,Design and Creative strategy in any company,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 18:17,India,457001,F,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Learning by observing others,Teaching in any of the institutes/online or Offline,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 18:17,India,457001,F,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Learning by observing others,Business Operations in any organization,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 18:28,India,524412,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Teaching in any of the institutes/online or Offline,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,31k to 40k,71k to 90k
16-12-2022 18:28,India,524412,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Build and develop a Team,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,31k to 40k,71k to 90k
16-12-2022 18:28,India,524412,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Instructor or Expert Learning Programs,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,31k to 40k,71k to 90k
16-12-2022 18:28,India,524412,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Trial and error by doing side projects within the company,Teaching in any of the institutes/online or Offline,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,31k to 40k,71k to 90k
16-12-2022 18:28,India,524412,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Trial and error by doing side projects within the company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,31k to 40k,71k to 90k
16-12-2022 18:28,India,524412,M,World Leaders,No,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, Travel as Needed",Learning-Friendly Employer,Trial and error by doing side projects within the company,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Work with more than 10 people in my team,31k to 40k,71k to 90k
16-12-2022 19:32,India,431009,F,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Learning by observing others,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:32,India,431009,F,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Learning by observing others,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:32,India,431009,F,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Learning by observing others,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:32,India,431009,F,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:32,India,431009,F,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:32,India,431009,F,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:39,India,425001,M,Acquiantanace,Yes,Will Stay 3+ years,N,Will Work,8,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-12-2022 19:39,India,425001,M,Acquiantanace,Yes,Will Stay 3+ years,N,Will Work,8,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals,Manage and drive End-to-End Projects or Products,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-12-2022 19:39,India,425001,M,Acquiantanace,Yes,Will Stay 3+ years,N,Will Work,8,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals,Become a content Creator in some platform,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-12-2022 19:39,India,425001,M,Acquiantanace,Yes,Will Stay 3+ years,N,Will Work,8,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-12-2022 19:39,India,425001,M,Acquiantanace,Yes,Will Stay 3+ years,N,Will Work,8,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-12-2022 19:39,India,425001,M,Acquiantanace,Yes,Will Stay 3+ years,N,Will Work,8,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Instructor or Expert Learning Programs,Become a content Creator in some platform,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-12-2022 19:40,India,500018,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals,Design and Creative strategy in any company,Target-Setting Manager,"Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",>50k,91k to 110k
16-12-2022 19:40,India,500018,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals,Teaching in any of the institutes/online or Offline,Target-Setting Manager,"Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",>50k,91k to 110k
16-12-2022 19:40,India,500018,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals,Business Operations in any organization,Target-Setting Manager,"Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",>50k,91k to 110k
16-12-2022 19:40,India,500018,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Target-Setting Manager,"Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",>50k,91k to 110k
16-12-2022 19:40,India,500018,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Teaching in any of the institutes/online or Offline,Target-Setting Manager,"Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",>50k,91k to 110k
16-12-2022 19:40,India,500018,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",8,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Business Operations in any organization,Target-Setting Manager,"Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",>50k,91k to 110k
16-12-2022 19:48,India,533342,M,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",9,Daily Office Environment,Growth-Oriented Rewarding Employer,Self Paced Learning Portals,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:48,India,533342,M,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",9,Daily Office Environment,Growth-Oriented Rewarding Employer,Self Paced Learning Portals,Build and develop a Team,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:48,India,533342,M,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",9,Daily Office Environment,Growth-Oriented Rewarding Employer,Self Paced Learning Portals,Look deeply into Data and generate insights,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:48,India,533342,M,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",9,Daily Office Environment,Growth-Oriented Rewarding Employer,Learning by observing others,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:48,India,533342,M,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",9,Daily Office Environment,Growth-Oriented Rewarding Employer,Learning by observing others,Build and develop a Team,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:48,India,533342,M,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",9,Daily Office Environment,Growth-Oriented Rewarding Employer,Learning by observing others,Look deeply into Data and generate insights,Manager with Clear Expectations,Work with 2 to 3 people in my team,>50k,>151k
16-12-2022 19:48,India,600053,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 7 to 10 or more people in my team,>50k,91k to 110k
16-12-2022 19:48,India,600053,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals,Design and Develop amazing software,Manager Who Guides and Sets Goals,Work with 7 to 10 or more people in my team,>50k,91k to 110k
16-12-2022 19:48,India,600053,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 7 to 10 or more people in my team,>50k,91k to 110k
16-12-2022 19:48,India,600053,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Learning by observing others,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 7 to 10 or more people in my team,>50k,91k to 110k
16-12-2022 19:48,India,600053,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Learning by observing others,Design and Develop amazing software,Manager Who Guides and Sets Goals,Work with 7 to 10 or more people in my team,>50k,91k to 110k
16-12-2022 19:48,India,600053,F,Social Media,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <10 Days in Office",Learning-Friendly Employer,Learning by observing others,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 7 to 10 or more people in my team,>50k,91k to 110k
16-12-2022 20:16,India,574111,F,Acquiantanace,Needs a Sponser,Will Stay 3+ years,N,"No, Won't Work",5,"Hybrid, <15 Days in Office",Growth-Oriented Rewarding Employer,Learning by observing others,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Alone or with 2-3 People,41k to 50k,71k to 90k
